image_index,category,mse,psnr,mae,snr,nrr,ssim
0,Winona Ryder,217.57652711050102,24.754683204679306,9.278654770075498,19.97368954764942,0.8182206022461447,0.6986576470802469
1,Jean Chretien,197.28586135895677,25.17984398544289,8.469114619080303,19.738175990706146,0.8151899580578472,0.7365910213200665
2,Carlos Menem,294.99759780370624,23.432618813807373,10.554221002059025,15.661407665473792,0.7820925199859363,0.7026029982737927
3,Ariel Sharon,226.70041180507894,24.57628051837505,9.375085792724777,19.67896282911235,0.7944991132669634,0.7358305534060016
4,Alvaro Uribe,229.46636925188744,24.523613168272306,9.35929993136582,18.03591834298629,0.8069069535616804,0.7027180815218642
5,Colin Powell,194.7920384351407,25.235091585016246,8.407687028140014,19.525819161326023,0.8069268033178886,0.6982031646415391
6,Recep Tayyip Erdogan,213.82155113246398,24.83028885129776,8.53671928620453,20.04564619745665,0.7919186798499993,0.7680760961456308
7,Gray Davis,210.308853809197,24.90222804398715,9.07343857240906,20.42079772356123,0.7939171875567463,0.7515984333985167
8,George Robertson,213.15305422100207,24.843888009346067,8.965682910089225,20.578891633556097,0.8060630130972598,0.711596074841624
9,Silvio Berlusconi,184.34728894989703,25.47443605705037,8.301990391214826,16.214194206096813,0.8281416909354234,0.68669029992039
10,George W Bush,207.68359643102264,24.956781650589587,9.089910775566231,19.397958099265068,0.7978174480545621,0.709159082503445
11,George W Bush,210.57275223061083,24.89678187377787,8.39910775566232,17.885823855990136,0.809120936413567,0.7172555596575076
12,Nestor Kirchner,171.5308853809197,25.787380315745594,8.029855868222375,17.75139072858603,0.8276217756742478,0.6874460763049118
13,Jean Chretien,207.8002745367193,24.95434243875318,8.77831159917639,20.22329298558924,0.8065603924952345,0.7188517698540026
14,Bill Clinton,205.11153054221003,25.01090285530758,8.779341111873713,20.2683698681173,0.810045520173576,0.7989328213683257
15,George W Bush,211.83527796842827,24.870820738820537,8.75085792724777,19.01470912772027,0.7994511358537852,0.7674056969889115
16,Carlos Menem,245.20933424845572,24.235433626584033,10.129032258064516,17.558330970203567,0.789887957298919,0.7064780657782949
17,Alvaro Uribe,241.73369938229237,24.29743162526527,9.387096774193548,18.101057930257763,0.7939613330158761,0.7287836274419619
18,George W Bush,216.95538778311598,24.76709921173718,8.715168153740564,15.37851669159473,0.8171747699748206,0.7413276954628286
19,Colin Powell,177.0219629375429,25.650532086821013,8.438572409059711,19.607314841321145,0.8389292383016194,0.6734858166078584
